Item ID,Weight(in kg.),PricePerUnit,Quantity,Shipping Cost,ShippingRevenue,LogisticProfit,DeliveryStatus
6486,32,22,260,8,23,15,FALSE
6487,173,29,281,20,43,23,FALSE
6488,89,10,36,8,66,58,FALSE
6489,86,16,211,13,51,38,FALSE
6490,178,19,146,5,97,92,FALSE
6491,28,18,128,7,27,20,FALSE
6492,48,14,185,4,82,78,FALSE
6493,161,8,27,17,70,53,FALSE
6494,124,21,94,8,86,78,FALSE
6495,61,24,232,14,40,26,FALSE
6496,38,28,167,13,35,22,FALSE
6497,62,17,166,14,28,14,FALSE
6498,67,16,90,8,54,46,FALSE
6499,148,16,74,18,23,5,FALSE
6500,135,12,74,6,49,43,FALSE
6501,121,12,115,15,29,14,FALSE
6502,65,2,239,6,31,25,FALSE
6503,29,18,45,7,71,64,FALSE
6504,55,3,187,11,77,66,True
6505,28,22,296,5,96,91,FALSE
6506,148,6,109,10,24,14,FALSE
6507,161,23,233,11,72,61,FALSE
6508,163,25,81,12,79,67,FALSE
6509,64,9,213,3,100,97,FALSE
6510,134,20,250,2,54,52,FALSE
6511,49,10,212,12,60,48,FALSE
6512,49,19,53,17,81,64,True
6513,187,27,277,13,66,53,FALSE
6514,32,28,267,13,70,57,FALSE
6515,74,14,144,10,45,35,FALSE
6516,175,28,279,5,95,90,FALSE
6517,124,24,286,2,58,56,FALSE
6518,146,16,239,18,47,29,FALSE
6519,188,30,219,3,94,91,FALSE
6520,164,25,274,12,55,43,FALSE
6521,83,9,171,3,32,29,FALSE
6522,54,6,207,7,92,85,FALSE
6523,67,9,149,13,94,81,FALSE
6524,180,5,61,1,84,83,FALSE
6525,163,18,45,10,79,69,FALSE
6526,173,23,36,7,47,40,FALSE
6527,144,4,45,1,43,42,FALSE
6528,80,25,74,11,76,65,FALSE
6529,125,25,288,18,35,17,FALSE
6530,53,14,238,18,45,27,FALSE
6531,88,2,74,5,54,49,FALSE
6532,27,11,65,5,41,36,FALSE
6533,85,4,138,2,38,36,FALSE
6534,185,20,61,4,30,26,FALSE
6535,130,24,196,10,52,42,FALSE
6536,88,5,171,17,60,43,FALSE
6537,126,8,98,6,20,14,FALSE
6538,171,20,37,20,81,61,FALSE
6539,61,4,269,3,27,24,FALSE
6540,64,12,111,15,28,13,FALSE
6541,185,23,71,14,25,11,FALSE
6542,154,15,29,12,68,56,FALSE
6543,144,12,282,9,83,74,FALSE
6544,191,14,54,19,69,50,FALSE
6545,121,5,218,4,62,58,FALSE
6546,62,8,279,2,91,89,FALSE
6547,34,22,130,2,44,42,FALSE
6548,193,13,60,11,83,72,FALSE
6549,186,20,162,11,78,67,FALSE
6550,185,2,134,15,87,72,FALSE
6551,169,16,148,13,84,71,FALSE
6552,200,20,245,7,34,27,FALSE
6553,67,28,63,10,46,36,FALSE
6554,172,30,188,4,33,29,FALSE
6555,28,4,262,15,31,16,FALSE
6556,52,17,216,5,28,23,FALSE
6557,32,10,275,5,66,61,FALSE
6558,128,30,132,6,81,75,FALSE
6559,61,21,54,12,47,35,FALSE
6560,69,7,147,14,56,42,FALSE
6561,157,19,84,19,92,73,FALSE
6562,135,22,120,7,77,70,FALSE
6563,78,4,162,5,45,40,FALSE
6564,42,19,190,8,70,62,FALSE
6565,110,10,243,9,26,17,FALSE
6566,141,25,253,3,93,90,FALSE
6567,115,3,115,5,49,44,FALSE
6568,100,28,138,6,34,28,FALSE
6569,59,3,213,5,79,74,FALSE
6570,41,20,57,7,38,31,FALSE
6571,136,5,264,3,95,92,FALSE
6572,37,9,286,16,23,7,FALSE
6573,67,2,209,19,71,52,FALSE
6574,123,19,94,16,83,67,FALSE
6575,93,12,132,5,38,33,FALSE
6576,150,20,44,19,71,52,FALSE
6577,186,24,202,1,81,80,FALSE
6578,47,2,179,6,95,89,FALSE
6579,66,14,72,11,41,30,FALSE
6580,113,6,251,9,31,22,FALSE
6581,132,19,29,4,47,43,FALSE
6582,114,4,93,13,89,76,FALSE
6583,126,4,178,16,89,73,FALSE
6584,107,5,271,17,53,36,FALSE
6585,135,7,75,3,99,96,FALSE
6586,27,18,149,5,41,36,FALSE
6587,31,25,242,12,70,58,FALSE
6588,34,25,157,17,97,80,FALSE
6589,52,24,54,9,29,20,FALSE
6590,34,28,203,4,79,75,FALSE
6591,113,21,109,7,37,30,FALSE
6592,141,9,127,4,35,31,FALSE
6593,196,28,64,16,74,58,FALSE
6594,83,5,45,10,66,56,FALSE
6595,135,20,210,7,85,78,FALSE
6596,125,22,77,5,32,27,FALSE
6597,175,22,21,12,33,21,FALSE
6598,48,8,240,18,57,39,FALSE
6599,28,11,182,11,55,44,FALSE
6600,175,19,293,14,44,30,FALSE
6601,92,16,71,14,39,25,True
6602,66,21,288,7,38,31,FALSE
6603,74,28,194,20,90,70,FALSE
6604,179,24,95,13,92,79,True
6605,67,23,226,20,63,43,FALSE
6606,194,14,296,10,89,79,FALSE
6607,20,2,265,19,72,53,FALSE
6608,83,14,202,8,79,71,FALSE
6609,23,2,138,6,71,65,FALSE
6610,110,14,249,20,87,67,FALSE
6611,130,14,157,8,25,17,FALSE
6612,184,30,269,4,69,65,FALSE
6613,182,25,143,2,41,39,FALSE
6614,122,20,222,8,49,41,FALSE
6615,93,10,246,19,55,36,FALSE
6616,143,14,233,10,96,86,FALSE
6617,77,24,134,10,22,12,FALSE
6618,61,10,67,1,52,51,FALSE
6619,146,18,210,2,48,46,FALSE
6620,182,20,245,14,66,52,FALSE
6621,78,15,214,20,58,38,FALSE
6622,183,27,80,6,70,64,FALSE
6623,150,25,78,17,54,37,FALSE
6624,80,7,164,6,65,59,FALSE
6625,99,4,287,12,25,13,FALSE
6626,74,9,159,3,85,82,FALSE
6627,104,13,234,10,76,66,FALSE
6628,36,14,264,8,21,13,FALSE
6629,66,30,155,20,41,21,FALSE
6630,121,20,152,18,26,8,True
6631,105,27,272,2,40,38,FALSE
6632,136,6,300,8,87,79,FALSE
6633,150,11,62,8,96,88,FALSE
6634,169,15,271,8,82,74,FALSE
6635,127,6,246,15,26,11,FALSE
6636,131,5,300,8,40,32,FALSE
6637,33,5,183,10,57,47,FALSE
6638,129,23,300,1,29,28,True
6639,199,3,287,14,48,34,FALSE
6640,35,27,219,15,63,48,FALSE
6641,125,11,261,20,24,4,FALSE
6642,25,30,296,7,39,32,FALSE
6643,157,3,278,11,22,11,FALSE
6644,86,7,59,10,38,28,FALSE
6645,80,26,84,17,50,33,FALSE
6646,67,6,206,20,59,39,FALSE
6647,65,4,243,1,87,86,FALSE
6648,117,30,293,8,61,53,FALSE
6649,185,19,55,17,22,5,FALSE
6650,139,3,65,19,86,67,FALSE
6651,131,27,33,5,98,93,FALSE
6652,198,1,87,17,28,11,FALSE
6653,61,15,121,5,32,27,FALSE
6654,69,22,149,2,45,43,FALSE
6655,193,8,206,20,64,44,True
6656,39,18,226,11,32,21,FALSE
6657,132,24,178,17,51,34,True
6658,131,21,196,5,87,82,FALSE
6659,91,26,24,18,83,65,FALSE
6660,88,15,115,6,28,22,FALSE
6661,42,6,242,16,61,45,FALSE
6662,50,30,63,11,62,51,FALSE
6663,93,26,63,6,53,47,FALSE
6664,138,9,180,10,67,57,FALSE
6665,198,30,183,15,26,11,FALSE
6666,105,5,219,19,97,78,FALSE
6667,48,28,113,10,43,33,FALSE
6668,67,2,88,5,72,67,FALSE
6669,114,4,61,16,92,76,FALSE
6670,173,16,32,14,87,73,FALSE
6671,156,15,274,10,28,18,FALSE
6672,47,18,283,4,37,33,FALSE
6673,191,24,281,20,80,60,FALSE
6674,28,21,142,20,63,43,FALSE
6675,42,1,117,3,82,79,FALSE
6676,149,11,144,12,51,39,FALSE
6677,55,1,135,7,34,27,FALSE
6678,52,28,118,14,59,45,FALSE
6679,154,27,213,12,99,87,FALSE
6680,100,7,294,5,91,86,FALSE
6681,110,1,42,2,49,47,FALSE
6682,62,28,136,8,41,33,FALSE
6683,116,18,196,13,49,36,FALSE
6684,165,9,73,3,88,85,FALSE
6685,66,20,110,5,70,65,FALSE
6686,108,7,283,1,54,53,FALSE
6687,195,27,134,9,88,79,FALSE
6688,28,20,146,13,94,81,FALSE
6689,158,29,103,10,74,64,FALSE
6690,152,20,133,10,51,41,FALSE
6691,199,19,244,14,42,28,FALSE
6692,131,11,288,20,66,46,FALSE
6693,97,22,60,11,82,71,FALSE
6694,53,28,126,7,62,55,FALSE
6695,70,22,246,2,84,82,FALSE
6696,36,20,166,8,88,80,FALSE
6697,115,3,147,6,58,52,FALSE
6698,87,22,70,3,25,22,FALSE
6699,75,27,47,18,26,8,FALSE
6700,83,14,193,15,39,24,FALSE
6701,170,3,129,5,37,32,FALSE
6702,177,11,186,12,24,12,FALSE
6703,182,19,260,4,50,46,FALSE
6704,121,1,177,19,52,33,FALSE
6705,58,28,292,18,84,66,FALSE
6706,59,9,179,14,46,32,FALSE
6707,49,8,141,5,47,42,FALSE
6708,87,8,59,2,96,94,FALSE
6709,193,23,185,20,79,59,FALSE
6710,141,22,177,13,78,65,FALSE
6711,76,20,63,9,72,63,FALSE
6712,83,19,64,8,28,20,FALSE
6713,123,17,137,5,62,57,FALSE
6714,129,5,233,2,76,74,FALSE
6715,69,3,224,8,75,67,FALSE
6716,57,20,186,6,72,66,FALSE
6717,155,20,73,2,23,21,FALSE
6718,145,7,249,4,75,71,FALSE
6719,37,24,244,17,28,11,FALSE
6720,180,12,290,1,79,78,FALSE
6721,140,13,196,17,83,66,FALSE
6722,165,30,90,18,68,50,FALSE
6723,149,3,240,20,74,54,FALSE
6724,200,17,229,18,67,49,FALSE
6725,177,8,62,12,30,18,FALSE
6726,163,17,231,11,54,43,FALSE
6727,37,1,166,9,44,35,FALSE
6728,67,22,55,1,45,44,FALSE
6729,167,2,132,19,58,39,FALSE
6730,196,21,37,19,21,2,FALSE
6731,142,18,292,4,54,50,FALSE
6732,188,12,197,11,100,89,FALSE
6733,133,18,262,11,29,18,FALSE
6734,25,3,285,2,68,66,True
6735,159,6,62,3,81,78,FALSE
6736,53,24,130,16,54,38,FALSE
6737,132,21,59,7,61,54,FALSE
6738,126,23,29,20,26,6,FALSE
6739,171,11,146,11,71,60,True
6740,117,5,234,13,69,56,FALSE
6741,44,11,126,3,95,92,FALSE
6742,121,15,297,7,24,17,FALSE
6743,116,9,182,12,68,56,FALSE
6744,50,24,73,18,26,8,FALSE
6745,69,16,300,1,84,83,FALSE
6746,110,20,133,16,48,32,FALSE
6747,25,30,255,18,58,40,FALSE
6748,195,21,279,2,73,71,FALSE
6749,140,26,66,14,44,30,FALSE
6750,177,21,188,9,66,57,FALSE
6751,96,25,254,8,77,69,FALSE
6752,151,9,66,4,43,39,FALSE
6753,145,16,114,4,96,92,FALSE
6754,82,5,280,13,41,28,FALSE
6755,194,10,121,8,75,67,FALSE
6756,132,2,221,15,46,31,FALSE
6757,71,5,253,10,88,78,FALSE
6758,101,18,290,18,39,21,FALSE
6759,98,13,22,4,77,73,FALSE
6760,126,12,46,8,41,33,FALSE
6761,69,7,200,17,39,22,FALSE
6762,191,28,84,7,96,89,FALSE
6763,49,12,26,1,67,66,FALSE
6764,150,13,103,2,99,97,FALSE
6765,49,26,170,2,39,37,FALSE
6766,109,14,170,8,50,42,FALSE
6767,78,15,23,14,83,69,FALSE
6768,38,14,51,13,88,75,FALSE
6769,61,29,67,6,51,45,FALSE
6770,176,24,85,11,27,16,FALSE
6771,80,25,112,19,99,80,FALSE
6772,149,22,286,7,70,63,FALSE
6773,75,25,24,11,91,80,FALSE
6774,37,28,262,20,55,35,FALSE
6775,163,8,160,6,32,26,FALSE
6776,92,28,193,8,46,38,FALSE
6777,170,16,280,9,25,16,FALSE
6778,77,13,232,1,97,96,FALSE
6779,186,25,158,6,34,28,FALSE
6780,129,6,148,13,41,28,FALSE
6781,99,14,159,14,43,29,FALSE
6782,34,7,37,9,42,33,FALSE
6783,67,22,143,20,21,1,FALSE
6784,20,24,133,15,33,18,FALSE
6785,29,27,253,20,44,24,FALSE
6786,44,16,202,11,56,45,FALSE
6787,103,1,108,5,59,54,FALSE
6788,125,28,141,15,42,27,FALSE
6789,78,28,262,4,47,43,FALSE
6790,104,11,24,18,85,67,FALSE
6791,144,27,44,11,90,79,True
6792,178,4,239,4,20,16,True
6793,86,26,52,19,36,17,FALSE
6794,91,27,52,15,21,6,FALSE
6795,29,30,33,6,28,22,FALSE
6796,118,28,22,15,96,81,FALSE
6797,169,17,259,9,28,19,True
6798,38,12,169,14,90,76,FALSE
6799,47,5,143,16,84,68,FALSE
6800,45,4,239,14,30,16,FALSE
6801,161,24,103,3,60,57,FALSE
6802,190,5,30,2,71,69,FALSE
6803,28,29,286,6,26,20,FALSE
6804,98,5,195,15,66,51,FALSE
6805,99,5,88,10,73,63,FALSE
6806,37,7,262,3,78,75,FALSE
6807,46,14,120,5,23,18,FALSE
6808,24,18,220,13,26,13,FALSE
6809,71,7,114,20,100,80,FALSE
6810,199,7,141,8,37,29,FALSE
6811,157,5,134,17,83,66,FALSE
6812,94,11,229,8,40,32,FALSE
6813,35,5,67,15,52,37,FALSE
6814,197,25,146,9,84,75,FALSE
6815,171,5,293,6,96,90,FALSE
6816,140,21,204,8,36,28,FALSE
6817,75,21,234,7,96,89,FALSE
6818,87,3,142,2,43,41,FALSE
6819,169,2,235,14,42,28,FALSE
6820,77,8,245,7,78,71,FALSE
6821,92,4,42,4,67,63,FALSE
6822,164,16,238,1,45,44,FALSE
6823,131,11,30,10,28,18,FALSE
6824,167,11,200,8,60,52,FALSE
6825,188,25,277,13,86,73,FALSE
6826,78,1,121,18,74,56,FALSE
6827,101,5,93,6,32,26,FALSE
6828,196,1,210,20,27,7,FALSE
6829,175,2,38,2,36,34,FALSE
6830,111,4,197,20,95,75,FALSE
6831,169,25,117,10,40,30,FALSE
6832,153,30,198,9,73,64,FALSE
6833,175,9,171,5,98,93,FALSE
6834,144,16,234,6,55,49,FALSE
6835,163,23,218,6,23,17,FALSE
6836,57,29,147,19,69,50,FALSE
6837,97,20,143,15,42,27,FALSE
6838,96,12,83,17,85,68,FALSE
6839,104,12,137,10,49,39,FALSE
6840,138,21,175,12,61,49,FALSE
6841,95,16,141,20,45,25,FALSE
6842,26,25,183,12,66,54,FALSE
6843,40,25,248,11,85,74,FALSE
6844,153,6,126,13,44,31,FALSE
6845,124,26,252,18,46,28,FALSE
6846,120,20,286,18,49,31,FALSE
6847,57,9,21,18,88,70,FALSE
6848,134,29,279,10,31,21,FALSE
6849,49,2,262,8,21,13,FALSE
6850,37,9,224,8,20,12,FALSE
6851,98,29,112,11,100,89,True
6852,64,12,64,13,58,45,FALSE
6853,172,9,88,17,73,56,FALSE
6854,40,23,221,7,94,87,FALSE
6855,28,9,67,6,89,83,FALSE
6856,159,30,290,2,42,40,FALSE
6857,158,5,280,14,63,49,FALSE
6858,85,13,231,13,90,77,FALSE
6859,189,14,109,20,28,8,True
6860,70,13,39,5,39,34,FALSE
6861,85,24,240,15,53,38,FALSE
6862,114,26,66,15,88,73,FALSE
6863,101,10,291,6,30,24,FALSE
6864,197,11,51,9,95,86,FALSE
6865,70,23,55,9,87,78,FALSE
6866,191,9,141,6,47,41,FALSE
6867,72,8,103,11,89,78,FALSE
6868,163,20,164,20,81,61,True
6869,182,24,298,1,87,86,FALSE
6870,134,14,62,11,93,82,FALSE
6871,165,19,298,17,90,73,FALSE
6872,181,19,122,17,46,29,FALSE
6873,199,26,237,20,63,43,FALSE
6874,188,3,136,11,37,26,FALSE
6875,121,15,46,10,54,44,FALSE
6876,118,28,295,3,75,72,FALSE
6877,99,19,22,4,26,22,FALSE
6878,38,12,120,13,27,14,FALSE
6879,105,12,114,6,63,57,FALSE
6880,112,22,270,6,52,46,FALSE
6881,104,21,32,5,35,30,FALSE
6882,164,29,84,1,42,41,FALSE
6883,115,22,176,16,45,29,FALSE
6884,126,9,177,15,97,82,FALSE
6885,82,13,31,20,67,47,FALSE
6886,40,20,280,5,84,79,FALSE
6887,185,25,205,14,70,56,FALSE
6888,157,7,247,3,72,69,FALSE
6889,102,4,233,8,25,17,True
6890,152,21,124,7,85,78,FALSE
6891,108,18,172,14,47,33,FALSE
6892,124,21,151,8,27,19,FALSE
6893,113,23,247,10,75,65,FALSE
6894,158,17,133,5,62,57,FALSE
6895,108,27,155,5,79,74,FALSE
6896,194,17,54,14,28,14,FALSE
6897,154,22,88,12,24,12,FALSE
6898,174,30,82,1,37,36,FALSE
6899,178,25,242,5,99,94,FALSE
6900,141,25,84,9,71,62,FALSE
6901,67,30,284,12,22,10,FALSE
6902,190,8,144,19,37,18,FALSE
6903,24,7,272,11,68,57,FALSE
6904,198,21,54,18,64,46,FALSE
6905,53,25,247,11,76,65,FALSE
6906,144,21,300,15,45,30,FALSE
6907,64,16,198,15,99,84,FALSE
6908,58,5,144,7,35,28,FALSE
6909,136,29,170,18,38,20,FALSE
6910,114,17,37,17,90,73,FALSE
6911,59,27,95,15,80,65,FALSE
6912,114,22,253,3,40,37,FALSE
6913,109,22,233,5,45,40,True
6914,86,29,28,5,80,75,FALSE
6915,117,3,189,2,95,93,FALSE
6916,110,7,115,15,53,38,FALSE
6917,129,14,112,6,52,46,FALSE
6918,32,4,128,15,48,33,FALSE
6919,109,2,201,20,28,8,FALSE
6920,152,21,95,10,28,18,FALSE
6921,103,10,273,20,90,70,FALSE
6922,100,7,28,7,81,74,FALSE
6923,133,24,136,18,46,28,FALSE
6924,66,26,165,1,87,86,True
6925,37,16,70,7,88,81,FALSE
6926,111,2,58,18,32,14,FALSE
6927,169,27,285,8,67,59,FALSE
6928,82,20,183,18,74,56,FALSE
6929,152,24,300,19,89,70,FALSE
6930,81,16,79,6,36,30,FALSE
6931,108,3,278,11,38,27,FALSE
6932,156,13,177,8,40,32,FALSE
6933,21,24,259,5,89,84,FALSE
6934,91,5,127,7,75,68,FALSE
6935,147,26,66,17,62,45,FALSE
6936,151,28,124,3,62,59,FALSE
6937,79,30,205,10,65,55,FALSE
6938,146,24,105,14,60,46,FALSE
6939,141,27,286,2,71,69,FALSE
6940,122,20,145,1,47,46,FALSE
6941,147,7,91,8,55,47,FALSE
6942,157,11,82,19,65,46,FALSE
6943,58,14,55,5,71,66,FALSE
6944,147,14,229,7,32,25,FALSE
6945,103,1,183,2,48,46,FALSE
6946,60,16,284,6,90,84,FALSE
6947,149,25,64,8,24,16,FALSE
6948,92,21,283,7,57,50,FALSE
6949,74,30,204,18,63,45,FALSE
6950,137,28,150,10,71,61,FALSE
6951,187,14,170,12,70,58,FALSE
6952,37,24,266,11,98,87,FALSE
6953,100,9,53,7,88,81,FALSE
6954,162,13,283,13,32,19,FALSE
6955,167,11,108,12,92,80,FALSE
6956,136,28,118,16,95,79,FALSE
6957,54,8,165,6,90,84,FALSE
6958,168,9,162,19,87,68,FALSE
6959,35,15,130,17,75,58,True
6960,50,22,70,10,55,45,FALSE
6961,137,3,202,12,39,27,FALSE
6962,185,8,120,7,26,19,FALSE
6963,180,23,195,18,91,73,FALSE
6964,90,10,140,7,38,31,FALSE
6965,71,13,283,6,65,59,FALSE
6966,73,11,266,17,31,14,FALSE
6967,61,22,297,9,76,67,FALSE
6968,122,30,115,18,44,26,FALSE
6969,168,30,66,20,97,77,FALSE
6970,169,3,160,2,71,69,FALSE
6971,147,16,29,13,47,34,FALSE
6972,48,2,71,10,86,76,FALSE
6973,24,15,286,17,43,26,FALSE
6974,127,12,81,1,47,46,True
6975,79,16,24,1,74,73,FALSE
6976,90,11,239,15,49,34,FALSE
6977,74,11,39,13,63,50,FALSE
6978,151,6,56,6,97,91,FALSE
6979,191,6,195,5,32,27,FALSE
6980,131,21,284,13,84,71,FALSE
6981,62,14,23,19,48,29,FALSE
6982,194,6,217,14,28,14,FALSE
6983,193,21,192,14,81,67,FALSE
6984,102,8,126,15,48,33,FALSE
6985,176,3,59,17,51,34,FALSE
6986,26,18,190,18,23,5,FALSE
6987,50,24,163,6,92,86,FALSE
6988,187,4,293,15,40,25,FALSE
6989,55,7,179,2,31,29,FALSE
6990,190,28,40,5,79,74,FALSE
6991,54,25,95,8,20,12,FALSE
6992,193,7,142,6,85,79,FALSE
6993,56,17,41,7,84,77,FALSE
6994,145,15,226,18,21,3,FALSE
6995,41,30,262,16,27,11,FALSE
6996,124,4,136,19,30,11,FALSE
6997,138,12,148,2,87,85,FALSE
6998,182,4,256,7,73,66,FALSE
6999,58,7,284,11,60,49,FALSE
7000,23,10,94,13,26,13,FALSE
7001,86,27,63,4,52,48,FALSE
7002,152,3,158,13,85,72,FALSE
7003,183,28,295,18,98,80,FALSE
7004,173,5,121,8,39,31,FALSE
7005,120,17,168,16,35,19,FALSE
7006,130,4,123,4,51,47,FALSE
7007,156,2,265,5,79,74,FALSE
7008,176,17,267,17,82,65,FALSE
7009,143,9,260,11,89,78,FALSE
7010,168,30,286,17,59,42,FALSE
7011,177,1,170,1,99,98,FALSE
7012,57,29,132,1,42,41,FALSE
7013,157,15,249,17,99,82,FALSE
7014,183,22,245,16,64,48,FALSE
7015,192,18,263,5,45,40,FALSE
7016,133,28,204,14,41,27,FALSE
7017,163,13,171,12,67,55,FALSE
7018,93,21,29,13,70,57,FALSE
7019,76,23,132,20,93,73,FALSE
7020,77,29,265,8,46,38,FALSE
7021,31,8,28,16,36,20,FALSE
7022,178,7,58,12,43,31,FALSE
7023,57,8,35,6,34,28,FALSE
7024,22,16,284,2,36,34,FALSE
7025,33,3,163,6,83,77,FALSE
7026,142,6,23,18,56,38,FALSE
7027,66,24,209,12,61,49,FALSE
7028,103,7,211,5,31,26,FALSE
7029,53,14,111,12,41,29,FALSE
7030,82,13,256,6,27,21,FALSE
7031,35,9,144,13,32,19,FALSE
7032,71,23,296,9,25,16,FALSE
7033,100,21,20,1,94,93,FALSE
7034,109,23,223,15,67,52,FALSE
7035,23,26,261,20,89,69,FALSE
7036,122,1,152,11,100,89,FALSE
7037,131,2,162,2,80,78,FALSE
7038,104,2,263,11,84,73,FALSE
7039,97,9,217,18,57,39,FALSE
7040,83,8,210,10,23,13,FALSE
7041,67,30,20,11,72,61,FALSE
7042,191,19,34,13,73,60,FALSE
7043,62,21,88,10,83,73,FALSE
7044,35,26,130,12,29,17,FALSE
7045,105,8,76,7,54,47,FALSE
7046,138,30,276,10,49,39,FALSE
7047,45,16,35,3,52,49,FALSE
7048,188,28,291,1,28,27,FALSE
7049,22,21,280,17,79,62,FALSE
7050,71,15,53,19,33,14,FALSE
7051,123,19,296,17,51,34,FALSE
7052,106,24,271,13,100,87,FALSE
7053,160,21,198,3,68,65,FALSE
7054,72,1,112,17,82,65,FALSE
7055,87,3,66,5,58,53,FALSE
7056,24,30,276,11,90,79,FALSE
7057,166,3,157,13,52,39,FALSE
7058,73,2,68,19,43,24,FALSE
7059,85,22,148,16,33,17,FALSE
7060,32,4,68,18,94,76,True
7061,153,24,20,6,27,21,FALSE
7062,173,29,295,2,97,95,FALSE
7063,20,14,143,3,63,60,FALSE
7064,47,3,241,20,59,39,FALSE
7065,196,10,130,4,39,35,FALSE
7066,97,2,81,14,58,44,FALSE
7067,164,14,247,2,53,51,FALSE
7068,87,29,89,8,62,54,FALSE
7069,27,2,202,5,40,35,FALSE
7070,88,20,294,18,75,57,FALSE
7071,152,4,54,17,86,69,FALSE
7072,54,5,206,19,95,76,FALSE
7073,64,10,187,17,68,51,FALSE
7074,56,7,234,9,37,28,FALSE
7075,104,16,256,11,92,81,FALSE
7076,85,4,252,9,55,46,FALSE
7077,44,14,159,4,90,86,FALSE
7078,120,25,55,3,97,94,FALSE
7079,45,23,37,14,94,80,FALSE
7080,140,30,132,4,41,37,FALSE
7081,82,15,113,12,23,11,FALSE
7082,142,2,112,17,32,15,FALSE
7083,87,5,198,7,95,88,FALSE
7084,55,14,122,5,35,30,FALSE
7085,36,15,142,13,23,10,FALSE
7086,135,1,138,18,22,4,FALSE
7087,100,7,48,14,24,10,FALSE
7088,174,29,291,14,80,66,FALSE
7089,191,8,50,13,47,34,FALSE
7090,46,17,166,19,49,30,FALSE
7091,147,1,170,12,66,54,FALSE
7092,66,28,27,20,81,61,FALSE
7093,112,12,196,6,30,24,FALSE
7094,40,4,27,3,59,56,True
7095,194,29,128,15,38,23,FALSE
7096,44,30,159,9,92,83,FALSE
7097,77,18,125,12,26,14,FALSE
7098,52,11,262,18,78,60,FALSE
7099,23,16,136,7,26,19,FALSE
7100,154,30,145,19,82,63,FALSE
7101,113,25,285,14,54,40,FALSE
7102,176,5,159,9,74,65,FALSE
7103,100,17,51,7,21,14,FALSE
7104,75,11,183,3,96,93,FALSE
7105,42,9,188,10,91,81,FALSE
7106,149,3,207,3,59,56,FALSE
7107,120,11,114,7,50,43,FALSE
7108,197,5,161,14,24,10,FALSE
7109,172,12,298,16,44,28,FALSE
7110,41,3,86,8,59,51,FALSE
7111,143,9,152,10,34,24,FALSE
7112,180,27,188,12,28,16,FALSE
7113,61,14,269,13,72,59,FALSE
7114,193,14,193,15,66,51,FALSE
7115,185,9,37,13,94,81,FALSE
7116,69,15,150,4,99,95,FALSE
7117,117,20,131,9,84,75,FALSE
7118,112,15,135,6,65,59,FALSE
7119,66,10,257,9,54,45,FALSE
7120,137,8,57,4,86,82,FALSE
7121,98,19,152,16,68,52,FALSE
7122,33,18,270,15,27,12,FALSE
7123,66,19,290,3,31,28,FALSE
7124,199,5,98,15,96,81,FALSE
7125,175,26,129,16,97,81,FALSE
7126,27,15,249,6,21,15,FALSE
7127,57,4,147,11,82,71,FALSE
7128,174,14,248,14,79,65,FALSE
7129,101,20,200,11,85,74,FALSE
7130,31,10,292,15,41,26,FALSE
7131,159,30,109,13,66,53,FALSE
7132,41,10,253,3,87,84,FALSE
7133,59,21,242,12,58,46,FALSE
7134,155,22,148,16,55,39,FALSE
7135,183,8,35,15,62,47,FALSE
7136,181,9,43,13,30,17,FALSE
7137,146,24,284,11,66,55,FALSE
7138,82,26,151,7,78,71,FALSE
7139,43,14,43,11,29,18,FALSE
7140,115,13,138,3,55,52,FALSE
7141,102,5,282,4,43,39,FALSE
7142,84,22,238,19,88,69,FALSE
7143,136,29,130,2,87,85,FALSE
7144,98,17,221,20,26,6,FALSE
7145,121,3,223,11,90,79,FALSE
7146,165,14,186,4,70,66,FALSE
7147,31,13,176,6,37,31,FALSE
7148,151,4,258,11,20,9,FALSE
7149,138,24,78,14,45,31,FALSE
7150,69,30,256,12,82,70,FALSE
7151,117,3,158,3,30,27,FALSE
7152,46,23,63,1,62,61,FALSE
7153,65,26,138,7,63,56,FALSE
7154,93,4,57,6,53,47,FALSE
7155,89,24,178,2,82,80,FALSE
7156,163,26,242,17,56,39,FALSE
7157,77,6,67,12,54,42,FALSE
7158,138,11,268,18,65,47,FALSE
7159,165,30,293,14,35,21,FALSE
7160,138,1,273,2,27,25,FALSE
7161,102,12,36,1,43,42,FALSE
7162,141,21,36,7,21,14,FALSE
7163,199,26,45,2,39,37,FALSE
7164,145,12,136,2,96,94,FALSE
7165,140,14,140,16,48,32,FALSE
7166,93,1,36,7,78,71,FALSE
7167,108,20,300,2,60,58,FALSE
7168,86,2,194,20,39,19,FALSE
7169,86,10,264,18,51,33,FALSE
7170,116,24,49,18,69,51,True
7171,164,16,148,2,24,22,FALSE
7172,90,3,117,19,99,80,FALSE
7173,71,8,243,9,30,21,FALSE
7174,82,26,93,13,90,77,FALSE
7175,71,15,177,9,20,11,FALSE
7176,50,27,201,11,33,22,FALSE
7177,160,2,60,6,71,65,True
7178,93,30,286,14,64,50,FALSE
7179,117,26,155,20,47,27,FALSE
7180,56,28,164,14,94,80,FALSE
7181,104,30,116,4,33,29,FALSE
7182,189,14,125,10,58,48,FALSE
7183,197,29,66,16,83,67,FALSE
7184,63,11,20,14,59,45,FALSE
7185,80,20,166,20,33,13,FALSE
